,A,B,C,D,E,F1,G1,H1,I1,J1,K1,L,M,N,O,P,Q,H,G,F,K,I,J
2016-12-13 09:00:00,-9.389,-102.132,-23.325,-47.414,-35.088,-54.215,-60.536,-34.084,-6.34,-22.37,-46.024,-45.344,-68.855,-84.215,-65.671,-44.967,-272.956,-175.583,-97.565,-148.835,-65.671,-44.967,-272.956
2016-12-13 10:00:00,-10.546,-125.119,-23.729,-54.824,-40.528,-54.559,-67.513,-34.079,-8.827,-25.298,-55.525,-56.654,-70.234,-100.361,-78.897,-53.13,-273.474,-212.54,-104.359,-156.151,-78.897,-53.13,-273.474
2016-12-13 11:00:00,-12.168,-134.88,-25.055,-57.086,-41.812,-54.907,-69.86,-34.12,-9.052,-27.059,-59.755,-58.967,-71.574,-107.868,-89.322,-58.719,-273.26,-226.589,-107.685,-158.886,-89.322,-58.719,-273.26
2016-12-13 12:00:00,-13.203,-134.353,-27.122,-56.103,-41.29,-55.141,-69.847,-34.153,-8.954,-27.087,-59.866,-59.146,-70.742,-107.712,-89.808,-59.68,-273.509,-226.724,-106.783,-159.141,-89.808,-59.68,-273.509
2016-12-13 13:00:00,-12.647,-133.417,-27.3,-55.375,-40.635,-55.207,-69.109,-34.147,-8.86,-26.888,-58.0,-59.418,-70.979,-107.255,-89.243,-57.968,-275.169,-224.673,-106.727,-158.462,-89.243,-57.968,-275.169
2016-12-13 14:00:00,-12.335,-137.437,-25.618,-59.748,-42.154,-55.994,-71.225,-34.48,-8.801,-28.025,-59.123,-63.766,-71.594,-110.954,-89.721,-59.8,-275.169,-233.843,-108.419,-161.7,-89.721,-59.8,-275.169
2016-12-13 15:00:00,-12.488,-138.59,-25.481,-60.252,-41.632,-59.847,-72.557,-34.597,-8.829,-27.422,-62.5,-63.64,-74.381,-111.541,-92.823,-62.852,-274.812,-237.682,-110.631,-167.001,-92.823,-62.852,-274.812
2016-12-13 16:00:00,-12.792,-136.483,-27.118,-58.585,-41.02,-63.576,-68.878,-34.648,-8.156,-26.603,-64.142,-58.826,-74.424,-103.437,-90.326,-60.315,-274.563,-226.404,-109.182,-167.102,-90.326,-60.315,-274.563
2016-12-13 17:00:00,-12.08,-129.22,-27.323,-54.985,-38.301,-58.078,-53.716,-34.702,-7.326,-25.341,-52.251,-52.58,-70.97,-97.887,-84.045,-54.921,-275.205,-202.718,-103.637,-146.496,-84.045,-54.921,-275.205
2016-12-13 18:00:00,-10.917,-109.793,-26.395,-47.759,-31.675,-48.783,-51.76,-34.756,-6.37,-23.831,-49.214,-45.378,-73.045,-93.265,-77.404,-49.775,-271.064,-187.856,-103.246,-135.299,-77.404,-49.775,-271.064
2016-12-13 19:00:00,-9.486,-93.648,-24.793,-41.57,-27.302,-54.328,-48.19,-34.798,-4.783,-21.919,-45.797,-35.788,-72.208,-83.178,-69.037,-45.041,-270.279,-164.763,-98.91,-137.316,-69.037,-45.041,-270.279
2016-12-13 20:00:00,-8.987,-85.416,-23.139,-39.216,-26.048,-54.987,-44.736,-34.832,-5.212,-20.301,-42.502,-36.077,-70.887,-75.7,-62.175,-40.558,-270.064,-154.279,-96.401,-134.555,-62.175,-40.558,-270.064
2016-12-13 21:00:00,-8.796,-81.348,-22.771,-38.801,-25.413,-54.533,-40.919,-34.736,-5.212,-18.984,-39.587,-37.039,-69.581,-71.612,-58.715,-36.883,-269.94,-148.238,-93.777,-130.188,-58.715,-36.883,-269.94
2016-12-13 22:00:00,-9.022,-80.133,-22.672,-38.575,-25.109,-54.35,-37.275,-34.621,-5.11,-17.287,-36.806,-36.515,-68.28,-71.251,-58.355,-35.627,-269.636,-144.572,-90.677,-126.246,-58.355,-35.627,-269.636
2016-12-13 23:00:00,-9.479,-75.752,-22.315,-37.121,-24.641,-51.3,-35.705,-34.656,-5.394,-16.692,-32.905,-39.584,-73.882,-67.046,-60.701,-36.506,-276.78,-139.535,-95.969,-121.661,-60.701,-36.506,-276.78
2016-12-14 00:00:00,-10.466,-70.319,-21.575,-37.859,-24.012,-45.237,-34.949,-34.952,-6.362,-16.734,-27.654,-46.187,-85.882,-59.321,-65.455,-38.35,-288.856,-133.163,-108.977,-115.139,-65.455,-38.35,-288.856
2016-12-14 01:00:00,-10.96,-67.577,-21.313,-38.19,-23.655,-42.107,-34.837,-35.078,-6.836,-16.596,-24.828,-49.27,-90.26,-55.424,-67.773,-38.309,-268.03,-129.521,-113.692,-112.022,-67.773,-38.309,-268.03
2016-12-14 02:00:00,-10.945,-68.075,-21.437,-38.149,-23.664,-42.114,-35.082,-35.056,-6.83,-16.573,-24.79,-49.051,-89.66,-55.388,-67.627,-38.147,-168.668,-129.229,-113.063,-112.252,-67.627,-38.147,-168.668
2016-12-14 03:00:00,-10.913,-68.404,-21.417,-38.109,-23.688,-42.22,-34.955,-35.034,-6.833,-16.58,-24.649,-48.894,-89.172,-55.353,-68.247,-38.3,-107.888,-128.896,-112.585,-112.208,-68.247,-38.3,-107.888
2016-12-14 04:00:00,-10.91,-68.016,-21.488,-38.069,-23.613,-42.425,-34.884,-35.013,-6.842,-16.595,-24.211,-48.722,-89.152,-55.321,-69.938,-38.958,-315.795,-128.254,-112.589,-112.323,-69.938,-38.958,-315.795
2016-12-14 05:00:00,-10.965,-69.118,-22.012,-38.046,-23.683,-42.627,-35.163,-35.007,-6.852,-16.611,-24.448,-48.962,-90.11,-55.311,-71.802,-38.853,-255.856,-128.72,-113.574,-112.796,-71.802,-38.853,-255.856
2016-12-14 06:00:00,-11.067,-72.714,-22.595,-38.046,-24.845,-42.791,-35.614,-35.009,-6.868,-16.63,-24.917,-50.177,-89.873,-55.314,-74.066,-38.529,-226.119,-130.408,-113.371,-113.415,-74.066,-38.529,-226.119
2016-12-14 07:00:00,-11.18,-76.742,-23.212,-38.049,-25.967,-42.953,-36.146,-35.013,-6.883,-16.65,-25.44,-51.764,-89.786,-55.321,-76.361,-38.512,-220.657,-132.525,-113.32,-114.112,-76.361,-38.512,-220.657
2016-12-14 08:00:00,-11.755,-81.52,-24.229,-38.051,-27.207,-43.117,-38.544,-35.016,-6.923,-16.688,-26.255,-56.707,-89.578,-55.325,-80.241,-38.521,-226.083,-138.287,-113.189,-116.677,-80.241,-38.521,-226.083
2016-12-14 09:00:00,-12.872,-87.677,-25.684,-38.071,-29.402,-43.956,-42.934,-35.029,-7.081,-16.998,-27.655,-69.748,-89.152,-55.346,-85.747,-38.519,-231.563,-152.749,-113.231,-121.919,-85.747,-38.519,-231.563
2016-12-14 10:00:00,-14.594,-101.968,-31.329,-38.105,-36.262,-44.89,-50.229,-35.045,-7.241,-17.309,-31.814,-79.197,-88.731,-55.371,-102.142,-38.517,-264.138,-166.382,-113.281,-130.164,-102.142,-38.517,-264.138
2016-12-14 11:00:00,-16.127,-113.225,-34.899,-38.055,-42.872,-46.608,-59.092,-34.942,-7.689,-18.41,-36.251,-85.266,-89.404,-55.208,-123.122,-38.765,-322.399,-176.725,-115.503,-140.641,-123.122,-38.765,-322.399
2016-12-14 12:00:00,-16.124,-112.889,-35.278,-37.816,-43.309,-50.215,-59.469,-34.991,-8.288,-19.902,-38.805,-86.095,-90.439,-55.286,-122.628,-38.982,-342.766,-180.186,-118.629,-144.675,-122.628,-38.982,-342.766
2016-12-14 13:00:00,-16.041,-109.867,-34.535,-37.854,-41.967,-50.79,-59.246,-35.452,-8.25,-20.078,-37.193,-84.228,-90.512,-56.015,-117.813,-39.037,-345.675,-177.436,-118.84,-145.489,-117.813,-39.037,-345.675
2016-12-14 14:00:00,-16.676,-106.556,-37.731,-38.116,-40.36,-47.772,-61.141,-35.327,-7.699,-19.088,-36.355,-87.012,-90.575,-55.817,-118.943,-39.246,-348.603,-179.184,-117.362,-144.24,-118.943,-39.246,-348.603
2016-12-14 15:00:00,-17.146,-111.195,-38.909,-38.08,-42.589,-47.234,-62.662,-35.022,-7.713,-19.215,-37.342,-91.384,-90.667,-55.335,-124.967,-39.275,-351.53,-184.061,-117.595,-144.918,-124.967,-39.275,-351.53
2016-12-14 16:00:00,-15.928,-113.675,-37.601,-38.091,-43.484,-50.743,-59.32,-34.859,-8.205,-20.528,-38.955,-86.4,-90.667,-55.077,-111.421,-39.275,-345.997,-180.432,-119.4,-144.922,-111.421,-39.275,-345.997
2016-12-14 17:00:00,-15.078,-110.682,-34.748,-38.073,-41.228,-51.438,-55.74,-35.249,-8.453,-20.512,-34.58,-69.388,-90.672,-55.693,-103.967,-39.277,-330.824,-159.661,-119.636,-142.427,-103.967,-39.277,-330.824
2016-12-14 18:00:00,-14.283,-98.686,-32.009,-37.925,-36.043,-50.53,-51.644,-34.303,-8.055,-20.108,-31.264,-67.428,-90.676,-54.199,-95.102,-39.277,-281.22,-152.891,-118.839,-136.477,-95.102,-39.277,-281.22
2016-12-14 19:00:00,-12.976,-81.999,-29.076,-37.959,-28.991,-46.04,-45.693,-34.279,-7.358,-18.679,-27.08,-63.189,-90.691,-54.16,-84.219,-39.27,-242.665,-144.43,-116.728,-126.011,-84.219,-39.27,-242.665
2016-12-14 20:00:00,-11.781,-80.13,-26.253,-38.033,-29.581,-41.008,-40.081,-34.7,-6.584,-16.712,-25.282,-59.087,-90.764,-54.826,-76.219,-39.254,-228.046,-139.195,-114.059,-115.788,-76.219,-39.254,-228.046
2016-12-14 21:00:00,-11.011,-78.776,-23.939,-38.067,-28.159,-40.455,-36.634,-34.805,-6.32,-16.54,-24.995,-53.91,-90.72,-54.992,-71.285,-39.146,-222.406,-133.897,-113.58,-111.894,-71.285,-39.146,-222.406
2016-12-14 22:00:00,-10.854,-75.198,-23.497,-38.015,-25.714,-40.433,-35.952,-34.872,-6.273,-16.499,-26.494,-48.694,-90.657,-55.098,-68.883,-39.032,-216.855,-130.286,-113.429,-111.257,-68.883,-39.032,-216.855
2016-12-14 23:00:00,-10.837,-71.01,-23.024,-37.773,-26.342,-43.648,-36.481,-37.945,-6.194,-16.666,-26.308,-45.198,-89.529,-58.408,-66.562,-42.101,-224.905,-129.914,-112.389,-118.073,-66.562,-42.101,-224.905
2016-12-15 00:00:00,-10.803,-64.521,-22.597,-36.759,-28.924,-50.597,-37.554,-43.347,-6.051,-17.107,-26.688,-43.655,-87.407,-63.853,-63.611,-48.463,-248.716,-134.197,-110.565,-131.498,-63.611,-48.463,-248.716
2016-12-15 01:00:00,-10.71,-61.028,-22.371,-36.183,-30.16,-54.171,-38.157,-45.842,-5.132,-17.272,-27.41,-42.894,-86.07,-66.169,-61.812,-51.72,-259.854,-136.472,-108.474,-138.169,-61.812,-51.72,-259.854
2016-12-15 02:00:00,-10.635,-60.78,-22.397,-36.169,-30.105,-54.222,-38.224,-45.81,-6.309,-17.263,-27.947,-42.901,-85.795,-67.213,-61.484,-51.718,-259.533,-138.062,-109.367,-138.256,-61.484,-51.718,-259.533
2016-12-15 03:00:00,-10.581,-60.443,-22.38,-36.167,-30.065,-54.053,-38.273,-45.826,-6.324,-17.283,-28.49,-42.901,-85.538,-69.952,-61.109,-51.389,-259.622,-141.344,-109.145,-138.153,-61.109,-51.389,-259.622
2016-12-15 04:00:00,-10.548,-60.205,-22.247,-36.163,-30.043,-53.889,-38.306,-46.106,-6.349,-17.338,-28.893,-43.577,-85.306,-72.769,-60.753,-51.151,-259.747,-145.239,-108.992,-138.3,-60.753,-51.151,-259.747
2016-12-15 05:00:00,-10.535,-60.399,-22.318,-36.16,-29.96,-55.485,-38.218,-46.299,-6.373,-17.397,-29.247,-45.044,-85.054,-75.739,-61.721,-51.182,-259.712,-150.03,-108.825,-140.002,-61.721,-51.182,-259.712
2016-12-15 06:00:00,-10.591,-61.936,-22.745,-36.169,-29.694,-57.371,-38.056,-45.797,-6.398,-17.478,-27.298,-46.671,-84.604,-78.765,-63.645,-51.248,-259.819,-152.733,-108.48,-141.224,-63.645,-51.248,-259.819
2016-12-15 07:00:00,-10.839,-63.739,-23.274,-36.176,-30.318,-59.433,-37.915,-45.356,-6.422,-17.558,-24.215,-48.342,-84.928,-81.851,-66.118,-51.351,-261.068,-154.408,-108.909,-142.704,-66.118,-51.351,-261.068
2016-12-15 08:00:00,-11.247,-68.28,-23.98,-37.323,-36.971,-62.631,-38.704,-45.423,-6.447,-17.735,-30.95,-50.766,-93.125,-85.206,-73.967,-53.662,-269.975,-166.922,-117.306,-146.758,-73.967,-53.662,-269.975
2016-12-15 09:00:00,-12.068,-81.487,-25.235,-42.889,-47.655,-66.927,-45.391,-45.432,-6.458,-18.191,-40.095,-53.592,-127.574,-88.682,-97.717,-60.401,-310.565,-182.368,-152.223,-157.75,-97.717,-60.401,-310.565
2016-12-15 10:00:00,-14.858,-103.984,-27.863,-49.927,-51.688,-84.316,-52.843,-45.443,-6.458,-18.654,-49.738,-61.443,-138.606,-93.969,-116.079,-72.825,-348.638,-205.151,-163.717,-182.602,-116.079,-72.825,-348.638
2016-12-15 11:00:00,-14.963,-119.54,-31.417,-49.833,-52.073,-93.109,-54.814,-45.508,-6.458,-19.893,-52.338,-66.294,-139.341,-101.359,-125.157,-80.863,-348.174,-219.992,-165.692,-193.431,-125.157,-80.863,-348.174
2016-12-15 12:00:00,-14.411,-123.667,-34.642,-50.012,-53.724,-93.915,-55.386,-45.6,-6.453,-21.447,-51.716,-64.339,-145.239,-105.879,-126.038,-80.811,-347.96,-221.934,-173.139,-194.9,-126.038,-80.811,-347.96
2016-12-15 13:00:00,-14.35,-116.071,-33.743,-51.197,-52.205,-90.505,-56.329,-45.606,-6.531,-21.55,-50.919,-63.479,-143.217,-105.143,-122.154,-79.993,-352.458,-219.54,-171.298,-192.441,-122.154,-79.993,-352.458
2016-12-15 14:00:00,-14.29,-117.923,-33.109,-53.773,-48.481,-94.047,-59.652,-45.492,-6.723,-20.097,-53.961,-70.392,-134.585,-107.507,-126.03,-82.339,-382.41,-231.859,-161.406,-199.191,-126.03,-82.339,-382.41
2016-12-15 15:00:00,-18.073,-123.001,-33.686,-54.524,-45.85,-95.362,-60.923,-45.501,-7.047,-19.845,-53.384,-69.79,-128.798,-104.552,-129.048,-87.137,-398.278,-227.725,-155.69,-201.786,-129.048,-87.137,-398.278
2016-12-15 16:00:00,-18.291,-120.315,-34.676,-53.473,-43.453,-90.179,-57.639,-45.517,-6.96,-21.542,-51.973,-66.448,-123.757,-99.646,-123.47,-83.641,-390.674,-218.067,-152.258,-193.335,-123.47,-83.641,-390.674
2016-12-15 17:00:00,-16.854,-90.89,-32.73,-51.045,-41.176,-83.049,-51.291,-45.532,-5.99,-21.654,-49.063,-61.367,-119.0,-92.908,-94.96,-79.039,-373.878,-203.338,-146.644,-179.872,-94.96,-79.039,-373.878
2016-12-15 18:00:00,-14.438,-88.098,-29.119,-46.355,-38.439,-76.16,-43.167,-45.546,-5.316,-20.956,-42.844,-56.462,-112.643,-85.811,-91.171,-73.371,-330.021,-185.117,-138.915,-164.872,-91.171,-73.371,-330.021
2016-12-15 19:00:00,-13.058,-81.736,-24.154,-41.951,-34.966,-69.413,-35.633,-45.615,-6.088,-19.124,-36.995,-51.595,-105.763,-78.096,-81.785,-64.893,-287.557,-166.686,-130.974,-150.662,-81.785,-64.893,-287.557
2016-12-15 20:00:00,-11.594,-75.608,-21.602,-39.424,-31.577,-62.982,-36.952,-45.779,-6.21,-17.953,-34.372,-46.95,-97.692,-73.658,-72.909,-59.504,-264.228,-154.979,-121.854,-145.714,-72.909,-59.504,-264.228
2016-12-15 21:00:00,-10.542,-69.9,-20.678,-38.855,-28.048,-59.979,-36.432,-45.714,-6.15,-17.728,-33.294,-45.081,-88.509,-71.067,-67.548,-56.571,-254.125,-149.441,-112.387,-142.125,-67.548,-56.571,-254.125
2016-12-15 22:00:00,-10.099,-64.453,-20.939,-39.115,-25.515,-58.705,-35.529,-45.633,-6.029,-17.704,-33.016,-44.604,-85.412,-67.577,-62.618,-56.216,-252.036,-145.197,-109.145,-139.866,-62.618,-56.216,-252.036
2016-12-15 23:00:00,-9.758,-60.421,-20.936,-38.93,-26.883,-56.153,-33.343,-41.611,-6.186,-18.179,-29.055,-43.826,-86.854,-64.789,-59.858,-51.509,-274.906,-137.671,-111.22,-131.107,-59.858,-51.509,-274.906
2016-12-16 00:00:00,-9.252,-57.421,-21.552,-40.396,-29.651,-50.822,-29.218,-33.733,-6.828,-19.373,-24.105,-43.387,-86.97,-60.197,-57.066,-42.183,-334.497,-127.689,-113.171,-113.774,-57.066,-42.183,-334.497
2016-12-16 01:00:00,-8.946,-55.903,-20.039,-41.095,-30.959,-48.036,-23.222,-29.794,-7.147,-20.043,-18.288,-43.178,-87.033,-58.011,-55.633,-32.853,-370.576,-119.477,-114.223,-101.052,-55.633,-32.853,-370.576
2016-12-16 02:00:00,-8.892,-55.881,-12.677,-41.061,-31.122,-48.007,-27.398,-29.837,-7.173,-20.007,-22.653,-44.173,-87.909,-58.068,-55.602,-38.61,-376.912,-124.894,-115.089,-105.242,-55.602,-38.61,-376.912
2016-12-16 03:00:00,-8.847,-55.87,-7.938,-41.035,-31.282,-47.809,-27.448,-29.888,-7.183,-20.053,-23.017,-46.248,-91.523,-57.954,-55.57,-38.951,-383.302,-127.22,-118.759,-105.145,-55.57,-38.951,-383.302
2016-12-16 04:00:00,-8.811,-55.749,-30.773,-41.028,-31.213,-47.439,-27.539,-29.9,-7.135,-20.129,-23.106,-48.422,-95.302,-57.611,-55.535,-39.034,-389.264,-129.14,-122.566,-104.878,-55.535,-39.034,-389.264
2016-12-16 05:00:00,-8.726,-55.57,-23.755,-40.985,-31.586,-47.472,-27.631,-29.882,-7.218,-20.232,-23.194,-50.729,-99.729,-57.455,-55.578,-39.115,-395.083,-131.379,-127.179,-104.985,-55.578,-39.115,-395.083
2016-12-16 06:00:00,-8.593,-55.606,-21.958,-41.615,-32.497,-48.124,-27.722,-29.868,-7.49,-20.336,-23.283,-53.091,-104.263,-57.363,-55.637,-39.199,-386.694,-133.738,-132.088,-105.715,-55.637,-39.199,-386.694
2016-12-16 07:00:00,-8.762,-56.002,-21.996,-43.14,-33.566,-48.878,-27.814,-30.074,-7.808,-21.117,-23.373,-55.58,-108.893,-58.043,-55.697,-39.282,-352.672,-136.996,-137.819,-106.767,-55.697,-39.282,-352.672
2016-12-16 08:00:00,-10.708,-56.375,-22.755,-45.387,-35.143,-49.658,-27.907,-32.603,-8.164,-22.243,-23.462,-58.487,-114.046,-59.459,-55.756,-39.366,-404.65,-141.407,-144.453,-110.169,-55.756,-39.366,-404.65
2016-12-16 09:00:00,-14.745,-57.088,-23.527,-51.007,-37.705,-51.885,-27.951,-39.5,-8.712,-25.962,-23.54,-61.469,-119.373,-63.49,-55.815,-39.432,-498.289,-148.499,-154.047,-119.337,-55.815,-39.432,-498.289
2016-12-16 10:00:00,-16.758,-58.083,-26.818,-67.001,-45.264,-56.17,-27.966,-45.497,-10.069,-30.367,-23.59,-68.231,-127.018,-77.986,-55.874,-39.43,-610.438,-169.807,-167.453,-129.633,-55.874,-39.43,-610.438
2016-12-16 11:00:00,-16.94,-59.455,-31.204,-67.63,-50.657,-64.608,-27.982,-45.441,-11.609,-32.117,-23.641,-72.24,-138.857,-90.731,-55.784,-39.43,-658.061,-186.612,-182.583,-138.031,-55.784,-39.43,-658.061
2016-12-16 12:00:00,-17.627,-58.972,-31.414,-65.818,-50.067,-74.01,-27.974,-45.423,-11.968,-31.446,-23.663,-71.852,-142.384,-91.379,-55.799,-39.428,-655.491,-186.894,-185.798,-147.407,-55.799,-39.428,-655.491
2016-12-16 13:00:00,-17.767,-58.361,-31.599,-64.124,-47.098,-73.314,-27.957,-45.969,-11.738,-30.832,-23.691,-70.431,-141.76,-89.089,-56.119,-39.42,-650.921,-183.211,-184.33,-147.24,-56.119,-39.42,-650.921
2016-12-16 14:00:00,-16.12,-58.069,-31.785,-62.637,-45.519,-71.662,-28.636,-49.087,-11.394,-31.014,-24.266,-77.378,-147.794,-90.43,-57.186,-40.427,-670.538,-192.074,-190.202,-149.385,-57.186,-40.427,-670.538
2016-12-16 15:00:00,-15.205,-59.649,-31.972,-63.284,-47.833,-72.874,-31.787,-49.455,-11.742,-34.781,-25.281,-74.617,-147.387,-100.644,-57.269,-43.217,-676.161,-200.542,-193.91,-154.116,-57.269,-43.217,-676.161
2016-12-16 16:00:00,-14.316,-61.537,-31.418,-61.387,-46.663,-76.899,-32.987,-47.643,-12.377,-34.232,-24.779,-70.439,-138.852,-100.899,-57.265,-46.446,-665.879,-196.117,-185.461,-157.529,-57.265,-46.446,-665.879
2016-12-16 17:00:00,-13.453,-58.354,-30.348,-57.241,-43.627,-73.394,-29.613,-44.486,-11.941,-30.287,-21.326,-65.468,-126.684,-94.129,-57.344,-42.685,-630.448,-180.923,-168.912,-147.494,-57.344,-42.685,-630.448
2016-12-16 18:00:00,-12.475,-58.215,-27.178,-52.653,-39.133,-66.022,-25.275,-39.729,-10.675,-25.5,-19.136,-60.121,-113.286,-85.118,-55.823,-35.877,-535.666,-164.375,-149.461,-131.026,-55.823,-35.877,-535.666
2016-12-16 19:00:00,-11.282,-57.428,-24.703,-45.055,-35.471,-57.448,-28.022,-34.816,-9.05,-22.411,-20.927,-54.593,-97.852,-72.472,-55.262,-39.082,-456.896,-147.992,-129.313,-120.286,-55.262,-39.082,-456.896
2016-12-16 20:00:00,-10.137,-56.506,-23.414,-48.297,-35.811,-52.779,-28.352,-31.456,-9.366,-21.082,-21.273,-51.691,-87.851,-63.557,-55.061,-40.162,-416.735,-136.521,-118.299,-112.587,-55.061,-40.162,-416.735
2016-12-16 21:00:00,-8.975,-55.592,-22.806,-48.666,-33.354,-51.673,-28.123,-29.541,-8.939,-20.4,-21.209,-48.824,-82.195,-60.322,-55.021,-39.916,-396.886,-130.355,-111.533,-109.337,-55.021,-39.916,-396.886
2016-12-16 22:00:00,-8.193,-54.684,-22.206,-48.057,-30.424,-51.603,-28.003,-29.257,-8.027,-20.099,-21.058,-44.645,-76.35,-60.074,-54.891,-39.69,-390.96,-125.778,-104.476,-108.863,-54.891,-39.69,-390.96
2016-12-16 23:00:00,-8.939,-54.599,-20.461,-43.484,-30.825,-48.499,-26.94,-32.078,-8.034,-18.792,-22.369,-42.826,-73.892,-60.706,-53.954,-34.2,-371.754,-125.902,-100.719,-107.517,-53.954,-34.2,-371.754
2016-12-17 00:00:00,-10.519,-55.549,-18.2,-37.232,-32.746,-43.493,-24.917,-39.141,-8.417,-17.019,-25.407,-40.57,-70.892,-62.09,-52.111,-23.632,-349.584,-128.067,-96.329,-107.551,-52.111,-23.632,-349.584
2016-12-17 01:00:00,-11.315,-59.528,-17.89,-34.113,-33.842,-40.949,-23.792,-42.795,-8.619,-17.038,-26.911,-39.442,-69.349,-62.817,-51.173,-18.17,-339.053,-129.171,-95.006,-107.536,-51.173,-18.17,-339.053
2016-12-17 02:00:00,-11.32,-60.564,-18.284,-34.122,-33.923,-40.861,-23.75,-42.909,-8.573,-17.185,-26.9,-39.445,-69.315,-62.853,-51.162,-18.122,-339.571,-129.197,-95.073,-107.521,-51.162,-18.122,-339.571
2016-12-17 03:00:00,-11.32,-59.346,-18.17,-34.066,-33.892,-40.777,-23.71,-42.972,-8.534,-17.283,-26.872,-39.442,-69.31,-62.831,-51.166,-18.074,-339.499,-129.146,-95.127,-107.459,-51.166,-18.074,-339.499
2016-12-17 04:00:00,-11.159,-58.142,-17.943,-33.737,-33.741,-40.693,-23.668,-42.096,-8.5,-17.377,-26.812,-39.408,-69.31,-61.869,-51.158,-18.027,-333.145,-128.089,-95.187,-106.457,-51.158,-18.027,-333.145
2016-12-17 05:00:00,-10.888,-56.945,-17.717,-32.505,-33.607,-40.286,-23.31,-40.761,-8.465,-17.473,-26.754,-39.317,-69.3,-59.745,-51.043,-17.731,-320.097,-125.816,-95.238,-104.357,-51.043,-17.731,-320.097
2016-12-17 06:00:00,-10.619,-55.767,-17.493,-31.295,-33.937,-39.36,-22.747,-39.446,-8.431,-17.567,-26.694,-39.21,-69.286,-57.657,-50.917,-17.245,-307.317,-123.561,-95.284,-101.553,-50.917,-17.245,-307.317
2016-12-17 07:00:00,-10.342,-54.516,-17.25,-30.139,-34.791,-38.444,-22.191,-37.93,-8.418,-18.315,-26.65,-39.096,-69.252,-55.459,-50.861,-16.765,-295.982,-121.205,-95.984,-98.565,-50.861,-16.765,-295.982
2016-12-17 08:00:00,-10.064,-53.247,-16.993,-29.053,-36.133,-37.54,-21.642,-36.4,-8.416,-19.622,-26.65,-38.991,-69.218,-53.208,-50.822,-16.292,-285.665,-118.849,-97.257,-95.581,-50.822,-16.292,-285.665
2016-12-17 09:00:00,-9.79,-51.992,-16.739,-27.987,-37.533,-35.919,-19.838,-35.771,-8.414,-24.356,-26.65,-39.007,-69.102,-51.003,-50.897,-15.048,-275.526,-116.66,-101.872,-91.528,-50.897,-15.048,-275.526
2016-12-17 10:00:00,-11.171,-50.752,-16.486,-32.052,-39.126,-40.869,-26.461,-41.608,-8.417,-22.438,-26.655,-39.515,-69.16,-58.885,-51.142,-20.312,-325.737,-125.055,-100.015,-108.937,-51.142,-20.312,-325.737
2016-12-17 11:00:00,-11.532,-57.835,-18.82,-33.333,-40.699,-53.819,-33.554,-41.68,-8.426,-21.977,-26.705,-39.541,-69.446,-57.041,-50.822,-25.923,-338.107,-123.288,-99.849,-129.052,-50.822,-25.923,-338.107
2016-12-17 12:00:00,-11.366,-56.748,-18.858,-33.342,-42.194,-62.202,-35.967,-41.346,-8.435,-24.138,-26.755,-38.976,-69.837,-56.291,-50.447,-30.225,-337.304,-122.022,-102.41,-139.515,-50.447,-30.225,-337.304
2016-12-17 13:00:00,-11.26,-56.883,-19.073,-33.313,-42.371,-58.261,-34.835,-40.893,-8.526,-24.184,-26.88,-39.049,-69.862,-55.757,-50.553,-29.455,-334.823,-121.686,-102.572,-133.99,-50.553,-29.455,-334.823
2016-12-17 14:00:00,-11.185,-61.054,-20.124,-33.26,-40.3,-55.416,-33.841,-40.443,-8.621,-24.599,-27.083,-39.103,-69.987,-55.282,-50.85,-28.759,-331.895,-121.469,-103.208,-129.7,-50.85,-28.759,-331.895
2016-12-17 15:00:00,-11.111,-60.092,-20.037,-33.204,-38.93,-69.205,-41.44,-39.995,-9.582,-25.015,-27.86,-39.143,-70.157,-54.812,-51.146,-32.827,-328.986,-121.814,-104.754,-150.64,-51.146,-32.827,-328.986
2016-12-17 16:00:00,-11.037,-58.91,-19.307,-33.15,-38.111,-87.711,-48.96,-39.762,-9.831,-22.846,-27.967,-39.401,-70.225,-54.341,-51.209,-45.349,-326.076,-121.708,-102.901,-176.433,-51.209,-45.349,-326.076
2016-12-17 17:00:00,-11.201,-58.515,-18.906,-33.21,-37.164,-83.587,-48.598,-41.133,-9.824,-18.472,-27.519,-39.7,-70.268,-56.489,-51.272,-46.999,-339.785,-123.708,-98.564,-173.318,-51.272,-46.999,-339.785
2016-12-17 18:00:00,-11.539,-57.963,-18.751,-33.591,-35.958,-74.479,-44.45,-41.12,-9.886,-17.317,-27.439,-39.888,-70.312,-57.077,-51.209,-41.269,-340.392,-124.404,-97.515,-160.048,-51.209,-41.269,-340.392
2016-12-17 19:00:00,-11.377,-56.953,-18.438,-33.284,-34.768,-65.213,-39.831,-40.625,-9.891,-17.049,-27.666,-39.497,-70.089,-56.326,-50.948,-35.214,-329.182,-123.49,-97.029,-145.668,-50.948,-35.214,-329.182
2016-12-17 20:00:00,-11.176,-55.954,-18.129,-33.06,-33.648,-61.173,-36.074,-40.356,-8.816,-16.92,-26.276,-39.361,-69.934,-56.195,-51.486,-30.566,-328.236,-121.833,-95.67,-137.603,-51.486,-30.566,-328.236
