,A,B,C,D,E,F1,G1,H1,I1,J1,K1,L,M,N,O,P,Q,H,G,F,K,I,J
2016-01-01 00:00:00,-8.178,-60.049,-19.302,-36.826,-31.024,-60.933,-29.653,-35.228,-6.855,-18.097,-25.849,-42.929,-92.349,-50.574,-68.093,-41.474,-277.36,-119.353,-117.301,-125.814,-68.093,-41.474,-277.36
2016-01-01 01:00:00,-7.39,-58.017,-17.945,-33.755,-32.177,-58.723,-28.02,-34.834,-6.841,-17.658,-24.535,-39.051,-101.026,-51.694,-67.978,-43.846,-278.918,-115.28,-125.524,-121.577,-67.978,-43.846,-278.918
2016-01-01 02:00:00,-7.397,-58.369,-18.022,-33.69,-32.211,-58.573,-28.005,-34.772,-6.845,-17.631,-24.506,-38.689,-101.108,-51.683,-67.611,-43.999,-278.954,-114.878,-125.584,-121.349,-67.611,-43.999,-278.954
2016-01-01 03:00:00,-7.658,-58.449,-18.19,-32.968,-32.21,-58.423,-28.005,-34.079,-6.854,-17.613,-24.407,-37.219,-102.506,-51.686,-67.469,-44.149,-279.15,-113.312,-126.974,-120.507,-67.469,-44.149,-279.15
2016-01-01 04:00:00,-8.084,-58.211,-18.368,-29.579,-32.162,-58.214,-28.003,-30.636,-6.849,-17.581,-24.332,-32.86,-105.129,-51.715,-67.267,-44.302,-279.346,-108.907,-129.558,-116.853,-67.267,-44.302,-279.346
2016-01-01 05:00:00,-8.682,-58.211,-18.561,-35.271,-32.127,-57.998,-28.003,-34.635,-6.829,-17.546,-24.73,-36.515,-108.496,-51.768,-67.524,-44.469,-279.543,-113.013,-132.871,-120.635,-67.524,-44.469,-279.543
2016-01-01 06:00:00,-9.302,-58.797,-18.754,-38.031,-32.289,-55.778,-27.989,-37.789,-6.924,-17.529,-25.49,-39.15,-112.072,-52.2,-68.235,-44.638,-279.543,-116.84,-136.525,-121.556,-68.235,-44.638,-279.543
2016-01-01 07:00:00,-10.161,-59.693,-19.388,-39.915,-32.882,-53.097,-28.477,-40.34,-7.239,-17.718,-27.135,-41.249,-119.683,-53.481,-70.009,-44.719,-285.147,-121.865,-144.64,-121.915,-70.009,-44.719,-285.147
2016-01-01 08:00:00,-11.254,-66.121,-20.4,-41.689,-36.081,-57.489,-31.6,-42.849,-7.718,-18.46,-30.546,-43.399,-130.414,-55.732,-76.452,-44.745,-318.33,-129.677,-156.592,-131.937,-76.452,-44.745,-318.33
2016-01-01 09:00:00,-13.794,-81.996,-22.171,-43.613,-46.904,-81.862,-38.542,-45.588,-8.412,-21.778,-37.021,-46.113,-171.042,-64.173,-91.578,-49.784,-380.482,-147.306,-201.233,-165.993,-91.578,-49.784,-380.482
2016-01-01 10:00:00,-14.903,-105.685,-26.497,-49.405,-62.179,-85.008,-46.162,-50.342,-9.814,-27.54,-40.485,-55.369,-187.377,-90.027,-100.775,-61.896,-444.027,-185.881,-224.731,-181.511,-100.775,-61.896,-444.027
2016-01-01 11:00:00,-14.914,-121.325,-29.792,-49.97,-76.233,-89.582,-46.979,-51.132,-11.616,-32.758,-41.241,-57.739,-187.938,-96.631,-101.802,-68.713,-456.057,-195.611,-232.312,-187.694,-101.802,-68.713,-456.057
2016-01-01 12:00:00,-14.278,-114.22,-30.349,-53.89,-77.158,-94.596,-46.207,-53.708,-11.074,-34.664,-41.729,-59.746,-182.209,-93.127,-103.177,-70.211,-452.184,-194.602,-227.948,-194.512,-103.177,-70.211,-452.184
2016-01-01 13:00:00,-13.051,-109.889,-28.403,-49.506,-75.342,-100.192,-45.668,-52.568,-10.319,-33.85,-42.606,-58.396,-173.984,-90.657,-106.25,-70.957,-449.524,-191.658,-218.153,-198.428,-106.25,-70.957,-449.524
2016-01-01 14:00:00,-12.079,-112.398,-29.556,-49.694,-79.002,-112.813,-47.34,-51.748,-11.456,-34.775,-45.501,-57.371,-164.844,-107.266,-110.335,-71.742,-473.907,-210.139,-211.076,-211.901,-110.335,-71.742,-473.907
2016-01-01 15:00:00,-12.13,-119.221,-31.886,-49.883,-78.916,-111.652,-49.757,-52.042,-12.39,-35.244,-42.492,-57.473,-172.213,-120.726,-105.634,-72.541,-526.706,-220.691,-219.847,-213.451,-105.634,-72.541,-526.706
2016-01-01 16:00:00,-10.996,-123.743,-26.304,-49.063,-72.568,-104.093,-47.875,-51.283,-11.778,-34.749,-37.875,-56.654,-159.527,-112.26,-98.219,-74.747,-506.625,-206.789,-206.054,-203.251,-98.219,-74.747,-506.625
2016-01-01 17:00:00,-10.131,-107.192,-27.816,-46.852,-66.208,-95.307,-46.089,-48.606,-11.06,-34.319,-33.266,-54.076,-151.403,-84.898,-90.741,-78.834,-485.241,-172.241,-196.782,-190.001,-90.741,-78.834,-485.241
2016-01-01 18:00:00,-9.225,-84.476,-26.822,-43.151,-58.809,-85.572,-43.59,-43.756,-9.996,-31.243,-29.083,-49.421,-142.801,-72.798,-83.476,-68.685,-454.165,-151.301,-184.039,-172.918,-83.476,-68.685,-454.165
2016-01-01 19:00:00,-8.28,-72.644,-24.386,-39.256,-51.848,-70.369,-40.858,-38.871,-8.483,-24.756,-26.854,-45.263,-131.517,-65.493,-78.566,-60.575,-417.645,-137.61,-164.756,-150.098,-78.566,-60.575,-417.645
2016-01-01 20:00:00,-7.342,-65.967,-22.065,-35.547,-41.185,-56.123,-36.217,-34.276,-7.587,-19.082,-26.245,-41.288,-118.052,-58.276,-76.089,-52.798,-357.76,-125.81,-144.721,-126.616,-76.089,-52.798,-357.76
2016-01-01 21:00:00,-7.202,-62.532,-19.86,-33.45,-34.928,-49.607,-30.677,-32.019,-7.116,-17.086,-25.797,-39.51,-113.47,-51.485,-74.702,-47.991,-283.309,-116.792,-137.672,-112.303,-74.702,-47.991,-283.309
2016-01-01 22:00:00,-7.164,-60.703,-17.921,-33.17,-32.208,-52.065,-29.566,-31.674,-6.845,-16.708,-25.354,-39.484,-112.309,-47.776,-73.331,-46.701,-265.406,-112.614,-135.862,-113.304,-73.331,-46.701,-265.406
2016-01-01 23:00:00,-7.423,-60.526,-19.109,-33.96,-29.223,-53.008,-28.982,-33.745,-6.379,-16.959,-24.983,-42.792,-100.853,-56.417,-69.829,-46.42,-277.61,-124.191,-124.191,-115.735,-69.829,-46.42,-277.61
2016-01-02 00:00:00,-7.919,-62.383,-21.477,-35.966,-25.044,-54.564,-28.308,-38.291,-5.442,-17.829,-25.059,-49.663,-78.192,-57.949,-63.094,-45.625,-312.158,-132.671,-101.463,-121.163,-63.094,-45.625,-312.158
2016-01-02 01:00:00,-8.175,-63.275,-22.521,-36.958,-22.953,-55.405,-27.966,-40.54,-4.969,-18.211,-25.094,-50.08,-66.17,-58.715,-59.643,-43.279,-327.255,-133.89,-89.349,-123.911,-59.643,-43.279,-327.255
2016-01-02 02:00:00,-8.183,-63.242,-21.943,-36.944,-22.953,-55.456,-27.961,-40.517,-4.963,-18.159,-25.089,-37.414,-64.288,-58.719,-59.88,-31.58,-320.686,-121.222,-87.411,-123.934,-59.88,-31.58,-320.686
2016-01-02 03:00:00,-8.19,-63.209,-21.371,-36.933,-22.953,-55.449,-27.955,-40.492,-4.959,-18.108,-25.086,-38.999,-62.435,-58.744,-60.421,-35.009,-314.171,-122.829,-85.501,-123.896,-60.421,-35.009,-314.171
2016-01-02 04:00:00,-8.198,-63.183,-20.825,-36.933,-22.944,-55.346,-27.953,-40.484,-4.952,-18.079,-25.083,-47.62,-60.78,-57.969,-60.805,-41.18,-307.12,-130.671,-83.812,-123.783,-60.805,-41.18,-307.12
2016-01-02 05:00:00,-8.205,-63.169,-20.306,-36.938,-22.934,-55.61,-27.953,-40.481,-4.946,-18.06,-25.079,-50.55,-59.251,-56.599,-60.544,-41.994,-299.945,-132.228,-82.257,-124.044,-60.544,-41.994,-299.945
2016-01-02 06:00:00,-8.207,-62.232,-19.795,-36.947,-22.217,-55.852,-27.955,-40.481,-4.941,-18.041,-24.784,-48.623,-57.737,-55.25,-60.496,-39.974,-292.858,-128.657,-80.719,-124.288,-60.496,-39.974,-292.858
2016-01-02 07:00:00,-8.207,-59.946,-22.346,-37.005,-21.104,-56.163,-27.965,-40.535,-4.943,-18.072,-23.972,-46.387,-68.565,-53.852,-63.597,-37.563,-333.216,-124.211,-91.58,-124.662,-63.597,-37.563,-333.216
2016-01-02 08:00:00,-8.208,-57.699,-23.148,-36.929,-20.083,-56.687,-27.921,-40.531,-4.943,-18.097,-23.176,-44.205,-69.387,-52.433,-85.487,-35.226,-331.414,-119.814,-92.427,-125.138,-85.487,-35.226,-331.414
2016-01-02 09:00:00,-8.203,-55.427,-23.26,-36.718,-19.155,-59.031,-27.843,-40.51,-4.938,-18.079,-22.432,-46.071,-69.581,-51.035,-97.464,-40.062,-331.396,-119.539,-92.598,-127.384,-97.464,-40.062,-331.396
2016-01-02 10:00:00,-8.192,-53.192,-23.593,-36.454,-20.019,-58.265,-27.742,-40.49,-4.928,-17.998,-21.7,-50.14,-71.274,-63.246,-100.332,-39.957,-333.466,-135.086,-94.2,-126.497,-100.332,-39.957,-333.466
2016-01-02 11:00:00,-8.184,-62.938,-26.455,-36.447,-22.16,-54.116,-27.644,-40.472,-4.923,-17.957,-25.222,-52.346,-81.217,-63.575,-102.88,-45.291,-382.017,-141.143,-104.097,-122.232,-102.88,-45.291,-382.017
2016-01-02 12:00:00,-8.167,-64.958,-23.519,-36.998,-21.8,-63.132,-27.637,-40.486,-4.944,-18.015,-24.652,-57.15,-76.185,-63.571,-105.46,-51.384,-350.727,-145.373,-99.145,-131.255,-105.46,-51.384,-350.727
2016-01-02 13:00:00,-8.15,-64.464,-23.963,-36.904,-21.91,-58.935,-27.642,-40.376,-4.95,-17.598,-24.706,-60.695,-75.46,-63.614,-108.209,-54.041,-356.814,-149.014,-98.008,-126.954,-108.209,-54.041,-356.814
2016-01-02 14:00:00,-8.151,-64.486,-23.966,-36.758,-22.092,-59.012,-27.637,-40.172,-4.944,-17.527,-24.709,-61.552,-75.508,-64.654,-111.022,-54.105,-355.76,-150.916,-97.979,-126.821,-111.022,-54.105,-355.76
2016-01-02 15:00:00,-8.237,-63.871,-23.858,-36.693,-22.042,-58.558,-27.637,-39.95,-4.935,-17.512,-24.714,-56.214,-75.155,-63.762,-113.87,-50.628,-351.958,-144.69,-97.602,-126.145,-113.87,-50.628,-351.958
2016-01-02 16:00:00,-8.16,-63.878,-23.48,-36.767,-22.044,-58.104,-27.642,-39.865,-4.93,-17.498,-24.735,-50.951,-74.178,-62.792,-119.519,-46.653,-345.729,-138.479,-96.606,-125.612,-119.519,-46.653,-345.729
2016-01-02 17:00:00,-8.064,-63.911,-23.104,-37.047,-22.071,-57.357,-27.658,-39.944,-4.937,-17.509,-24.751,-47.958,-73.21,-62.792,-112.883,-45.673,-339.553,-135.502,-95.656,-124.958,-112.883,-45.673,-339.553
2016-01-02 18:00:00,-8.118,-64.017,-22.733,-37.33,-22.042,-56.379,-27.673,-40.02,-4.945,-17.52,-24.938,-47.872,-72.247,-62.792,-84.902,-45.659,-333.448,-135.603,-94.712,-124.072,-84.902,-45.659,-333.448
2016-01-02 19:00:00,-8.418,-64.478,-22.363,-37.612,-22.063,-55.412,-27.688,-40.096,-4.952,-17.531,-25.018,-48.232,-71.289,-62.715,-75.63,-45.687,-327.38,-135.964,-93.772,-123.196,-75.63,-45.687,-327.38
2016-01-02 20:00:00,-8.412,-64.939,-21.998,-37.894,-22.081,-55.156,-27.7,-40.013,-4.96,-17.541,-25.099,-49.65,-70.341,-62.623,-72.478,-45.773,-322.06,-137.372,-92.842,-122.868,-72.478,-45.773,-322.06
2016-01-02 21:00:00,-8.254,-65.21,-21.877,-37.023,-22.092,-54.896,-27.604,-39.034,-4.87,-17.526,-25.143,-49.319,-70.128,-62.534,-71.846,-45.287,-321.346,-136.996,-92.524,-121.534,-71.846,-45.287,-321.346
2016-01-02 22:00:00,-8.12,-65.455,-21.776,-37.023,-22.102,-54.639,-27.654,-39.863,-4.925,-17.676,-25.185,-48.704,-69.963,-62.446,-70.752,-44.793,-320.632,-136.335,-92.565,-122.156,-70.752,-44.793,-320.632
2016-01-02 23:00:00,-7.998,-63.478,-21.186,-40.218,-23.755,-56.806,-28.796,-42.036,-5.369,-18.463,-24.751,-46.775,-67.903,-60.731,-70.542,-42.246,-294.576,-132.257,-91.736,-127.637,-70.542,-42.246,-294.576
2016-01-03 00:00:00,-7.677,-60.43,-20.206,-46.334,-27.168,-61.658,-30.992,-46.493,-6.242,-19.415,-24.136,-44.137,-64.112,-57.16,-70.108,-38.135,-243.857,-125.433,-89.769,-139.143,-70.108,-38.135,-243.857
2016-01-03 01:00:00,-6.6,-58.767,-19.532,-49.358,-28.876,-64.085,-32.128,-48.695,-6.676,-19.914,-23.826,-42.828,-62.198,-55.236,-69.863,-36.068,-218.336,-121.89,-88.788,-144.908,-69.863,-36.068,-218.336
2016-01-03 02:00:00,-4.283,-58.983,-19.699,-49.327,-28.878,-64.085,-32.156,-48.989,-6.674,-19.934,-23.821,-42.839,-62.178,-55.095,-69.851,-36.053,-218.176,-121.754,-88.786,-145.23,-69.851,-36.053,-218.176
2016-01-03 03:00:00,-5.482,-59.785,-20.284,-49.307,-28.763,-64.085,-32.181,-49.562,-6.671,-19.908,-23.816,-42.847,-62.12,-54.957,-69.847,-36.053,-218.033,-121.619,-88.7,-145.828,-69.847,-36.053,-218.033
2016-01-03 04:00:00,-7.542,-60.611,-20.868,-48.684,-28.58,-64.169,-32.208,-50.127,-6.67,-19.673,-23.814,-42.857,-60.557,-54.914,-69.847,-35.803,-217.944,-121.586,-86.901,-146.503,-69.847,-35.803,-217.944
2016-01-03 05:00:00,-7.744,-61.475,-21.456,-47.416,-28.649,-64.583,-32.231,-50.682,-6.67,-19.809,-23.814,-43.013,-58.399,-54.882,-69.843,-34.73,-217.908,-121.71,-84.878,-147.496,-69.843,-34.73,-217.908
2016-01-03 06:00:00,-7.104,-62.346,-22.053,-46.164,-28.764,-64.997,-32.24,-51.238,-6.572,-19.904,-23.816,-43.193,-56.29,-54.872,-69.843,-33.674,-217.854,-121.881,-82.766,-148.475,-69.843,-33.674,-217.854
2016-01-03 07:00:00,-6.691,-64.852,-23.36,-44.865,-28.898,-65.414,-32.248,-52.674,-6.362,-19.966,-23.824,-43.373,-54.582,-54.914,-69.843,-32.543,-218.051,-122.112,-80.91,-150.336,-69.843,-32.543,-218.051
2016-01-03 08:00:00,-6.289,-67.972,-24.755,-43.55,-29.177,-65.824,-32.257,-54.611,-6.156,-20.097,-23.787,-43.553,-52.893,-54.872,-69.843,-31.179,-217.961,-122.212,-79.147,-152.693,-69.843,-31.179,-217.961
2016-01-03 09:00:00,-8.361,-86.485,-29.624,-42.253,-30.158,-66.172,-32.257,-63.036,-5.91,-20.399,-23.72,-43.66,-55.076,-54.801,-69.835,-29.844,-217.462,-122.181,-81.384,-161.465,-69.835,-29.844,-217.462
2016-01-03 10:00:00,-8.497,-84.198,-27.929,-45.936,-30.187,-66.52,-32.25,-63.063,-5.665,-20.554,-23.634,-43.73,-60.698,-54.73,-69.768,-33.991,-216.801,-122.095,-86.916,-161.833,-69.768,-33.991,-216.801
2016-01-03 11:00:00,-9.239,-81.268,-27.562,-46.76,-28.708,-66.517,-32.229,-61.557,-6.041,-18.75,-23.551,-43.59,-61.094,-54.705,-69.559,-37.46,-216.337,-121.846,-85.885,-160.303,-69.559,-37.46,-216.337
2016-01-03 12:00:00,-10.013,-80.108,-27.361,-47.804,-33.084,-72.047,-32.198,-60.843,-6.644,-21.222,-23.545,-45.438,-61.157,-54.907,-69.096,-37.541,-216.551,-123.89,-89.023,-165.088,-69.096,-37.541,-216.551
2016-01-03 13:00:00,-10.115,-79.877,-27.245,-48.944,-30.85,-75.647,-32.177,-60.196,-6.501,-21.406,-23.55,-47.612,-61.511,-54.911,-68.516,-37.782,-212.624,-126.072,-89.418,-168.02,-68.516,-37.782,-212.624
2016-01-03 14:00:00,-9.708,-79.647,-27.13,-49.78,-30.816,-72.966,-32.235,-59.553,-6.519,-21.328,-23.545,-46.303,-61.888,-54.787,-68.449,-38.643,-212.25,-124.635,-89.736,-164.753,-68.449,-38.643,-212.25
2016-01-03 15:00:00,-8.55,-78.948,-26.921,-49.634,-30.711,-70.853,-32.843,-59.008,-6.58,-21.224,-23.545,-45.889,-59.566,-54.635,-70.282,-37.866,-212.25,-124.068,-87.37,-162.704,-70.282,-37.866,-212.25
2016-01-03 16:00:00,-7.382,-76.435,-25.359,-48.98,-30.512,-70.432,-32.627,-57.25,-6.577,-21.09,-23.55,-45.816,-59.488,-54.582,-70.155,-36.807,-212.535,-123.947,-87.155,-160.309,-70.155,-36.807,-212.535
2016-01-03 17:00:00,-7.199,-70.164,-22.655,-49.063,-30.259,-70.146,-32.568,-53.5,-6.559,-20.911,-23.563,-45.526,-59.551,-54.666,-69.981,-36.807,-213.16,-123.755,-87.021,-156.214,-69.981,-36.807,-213.16
2016-01-03 18:00:00,-7.198,-58.745,-19.134,-49.025,-29.935,-69.86,-32.728,-43.922,-6.566,-20.635,-23.576,-45.24,-59.527,-54.751,-71.297,-36.809,-213.785,-123.567,-86.728,-146.51,-71.297,-36.809,-213.785
2016-01-03 19:00:00,-7.221,-50.726,-18.39,-48.953,-29.611,-69.575,-32.799,-40.974,-6.637,-20.362,-23.589,-44.953,-59.401,-54.836,-72.64,-36.802,-214.409,-123.378,-86.4,-143.347,-72.64,-36.802,-214.409
2016-01-03 20:00:00,-7.268,-48.948,-18.166,-48.879,-29.527,-69.289,-32.557,-39.928,-6.694,-20.239,-23.598,-44.669,-59.28,-54.921,-72.099,-36.795,-215.034,-123.188,-86.213,-141.774,-72.099,-36.795,-215.034
2016-01-03 21:00:00,-7.206,-48.802,-17.988,-48.805,-29.479,-64.11,-32.212,-39.892,-6.718,-20.12,-23.517,-41.348,-59.154,-54.323,-70.803,-36.788,-209.983,-119.188,-85.993,-136.214,-70.803,-36.788,-209.983
2016-01-03 22:00:00,-7.144,-48.659,-17.812,-48.731,-29.431,-63.631,-32.16,-39.854,-6.734,-20.001,-23.559,-40.68,-59.096,-55.052,-70.7,-36.795,-216.123,-119.292,-85.831,-135.645,-70.7,-36.795,-216.123
2016-01-03 23:00:00,-7.813,-52.874,-18.364,-46.4,-27.855,-61.772,-31.222,-37.821,-6.598,-18.981,-24.752,-39.248,-63.004,-58.914,-66.34,-36.892,-245.218,-122.913,-88.583,-130.815,-66.34,-36.892,-245.218
2016-01-04 00:00:00,-9.277,-61.247,-19.532,-41.623,-24.799,-60.904,-29.125,-33.915,-6.442,-17.18,-27.062,-36.722,-69.863,-67.032,-57.699,-36.805,-301.515,-130.817,-93.484,-123.945,-57.699,-36.805,-301.515
2016-01-04 01:00:00,-9.983,-65.287,-20.085,-39.22,-23.274,-60.521,-28.077,-32.036,-6.559,-16.836,-28.219,-35.258,-73.239,-71.29,-53.338,-36.702,-329.557,-134.767,-96.634,-120.635,-53.338,-36.702,-329.557
2016-01-04 02:00:00,-9.983,-65.196,-20.07,-39.245,-23.277,-60.569,-28.079,-32.11,-6.536,-16.761,-28.22,-35.06,-73.258,-71.488,-53.295,-36.616,-329.539,-134.769,-96.555,-120.758,-53.295,-36.616,-329.539
2016-01-04 03:00:00,-9.983,-65.159,-20.064,-39.29,-23.277,-60.558,-28.083,-32.11,-6.6,-17.212,-28.223,-35.026,-73.316,-71.69,-53.295,-36.526,-329.521,-134.94,-97.129,-120.751,-53.295,-36.526,-329.521
2016-01-04 04:00:00,-9.983,-65.199,-20.051,-39.292,-23.247,-60.126,-28.088,-31.781,-6.804,-17.821,-28.15,-35.013,-73.345,-71.895,-53.291,-36.406,-329.468,-135.059,-97.97,-119.995,-53.291,-36.406,-329.468
2016-01-04 05:00:00,-9.983,-65.796,-20.028,-39.225,-23.161,-60.246,-28.092,-31.857,-7.024,-18.461,-28.058,-35.128,-73.345,-72.132,-53.84,-36.275,-329.361,-135.318,-98.83,-120.196,-53.84,-36.275,-329.361
2016-01-04 06:00:00,-9.931,-66.75,-19.969,-39.42,-23.032,-60.679,-28.094,-32.213,-7.26,-19.117,-27.959,-35.144,-74.216,-72.37,-54.721,-36.123,-328.95,-135.472,-100.593,-120.986,-54.721,-36.123,-328.95
2016-01-04 07:00:00,-10.141,-68.788,-19.907,-40.318,-22.951,-61.136,-28.117,-32.514,-7.499,-19.801,-29.268,-35.05,-75.871,-72.511,-55.965,-36.092,-329.2,-136.829,-103.172,-121.767,-55.965,-36.092,-329.2
2016-01-04 08:00:00,-10.965,-74.474,-19.931,-45.147,-24.26,-67.754,-29.972,-35.932,-7.982,-20.941,-32.623,-35.298,-86.583,-75.031,-61.35,-36.082,-332.02,-142.952,-115.506,-133.658,-61.35,-36.082,-332.02
2016-01-04 09:00:00,-12.527,-86.924,-20.009,-56.585,-26.996,-82.895,-36.203,-45.595,-8.511,-22.112,-37.217,-38.887,-110.93,-86.172,-72.107,-36.251,-334.519,-162.277,-141.553,-164.693,-72.107,-36.251,-334.519
2016-01-04 10:00:00,-16.245,-97.965,-20.206,-68.006,-34.576,-105.364,-45.908,-61.159,-11.021,-26.665,-43.101,-46.506,-134.59,-96.946,-88.576,-37.21,-335.358,-186.553,-172.276,-212.43,-88.576,-37.21,-335.358
2016-01-04 11:00:00,-19.457,-99.952,-20.506,-78.223,-40.972,-118.599,-49.711,-66.342,-12.629,-30.367,-44.447,-55.182,-153.842,-100.627,-90.369,-38.216,-335.662,-200.255,-196.838,-234.653,-90.369,-38.216,-335.662
2016-01-04 12:00:00,-19.229,-100.127,-20.972,-82.029,-42.829,-111.714,-49.579,-61.389,-12.519,-29.616,-44.735,-64.097,-160.199,-101.09,-91.31,-38.524,-330.182,-209.922,-202.335,-222.683,-91.31,-38.524,-330.182
2016-01-04 13:00:00,-18.623,-100.925,-20.89,-82.333,-43.446,-105.4,-49.072,-58.489,-10.777,-27.434,-44.842,-63.719,-158.99,-101.557,-92.732,-38.161,-320.115,-210.118,-197.201,-212.961,-92.732,-38.161,-320.115
2016-01-04 14:00:00,-19.364,-112.991,-20.696,-83.662,-43.828,-106.063,-49.766,-59.181,-11.044,-29.07,-45.844,-58.886,-159.662,-101.787,-98.298,-37.925,-317.045,-206.517,-199.776,-215.01,-98.298,-37.925,-317.045
2016-01-04 15:00:00,-19.786,-108.326,-20.552,-82.954,-48.107,-111.099,-53.186,-61.085,-11.079,-28.56,-49.448,-55.171,-156.014,-102.014,-96.137,-37.906,-316.116,-206.633,-195.653,-225.37,-96.137,-37.906,-316.116
2016-01-04 16:00:00,-19.407,-97.834,-20.58,-77.251,-48.837,-119.676,-49.862,-62.931,-10.163,-26.471,-48.186,-52.028,-146.26,-102.697,-87.478,-38.045,-317.134,-202.91,-182.894,-232.468,-87.478,-38.045,-317.134
2016-01-04 17:00:00,-18.242,-87.513,-20.588,-71.611,-42.312,-117.116,-47.412,-60.644,-9.288,-24.392,-43.104,-48.978,-135.707,-107.659,-79.462,-38.052,-319.829,-199.741,-169.387,-225.172,-79.462,-38.052,-319.829
2016-01-04 18:00:00,-16.78,-77.66,-20.591,-64.548,-35.604,-98.647,-44.663,-51.995,-8.253,-21.494,-37.911,-53.521,-123.747,-94.309,-72.039,-38.056,-322.524,-185.741,-153.493,-195.305,-72.039,-38.056,-322.524
2016-01-04 19:00:00,-15.254,-69.809,-20.601,-57.85,-31.058,-82.829,-41.529,-43.884,-6.566,-17.686,-33.843,-44.455,-112.333,-86.827,-65.478,-38.08,-323.774,-165.125,-136.586,-168.242,-65.478,-38.08,-323.774
2016-01-04 20:00:00,-13.306,-67.559,-20.639,-47.918,-29.113,-73.343,-37.074,-38.434,-5.525,-16.316,-31.562,-37.214,-94.063,-76.879,-61.251,-38.13,-324.434,-145.654,-115.904,-148.852,-61.251,-38.13,-324.434
2016-01-04 21:00:00,-11.582,-66.267,-20.661,-40.501,-28.087,-67.187,-31.196,-34.691,-5.516,-16.294,-30.362,-36.335,-84.266,-69.786,-59.525,-38.152,-324.791,-136.483,-106.076,-133.073,-59.525,-38.152,-324.791
2016-01-04 22:00:00,-10.306,-64.987,-20.48,-36.868,-27.922,-64.521,-29.038,-33.342,-5.566,-16.276,-30.167,-35.85,-79.63,-67.351,-57.889,-37.777,-324.541,-133.369,-101.472,-126.901,-57.889,-37.777,-324.541
2016-01-04 23:00:00,-9.486,-64.832,-20.034,-35.864,-27.764,-63.036,-29.449,-34.428,-5.731,-15.422,-29.682,-36.276,-78.407,-63.338,-59.245,-39.623,-313.278,-129.296,-99.56,-126.914,-59.245,-39.623,-313.278
2016-01-05 00:00:00,-8.39,-65.194,-19.122,-34.432,-27.788,-61.255,-32.856,-37.326,-6.067,-14.095,-29.089,-37.64,-76.871,-55.212,-62.834,-43.381,-291.216,-121.94,-97.034,-131.437,-62.834,-43.381,-291.216
2016-01-05 01:00:00,-7.833,-65.507,-18.721,-33.73,-27.805,-60.254,-36.642,-38.707,-6.238,-13.417,-28.792,-38.254,-76.437,-51.389,-63.929,-45.28,-280.453,-118.435,-96.092,-135.603,-63.929,-45.28,-280.453
2016-01-05 02:00:00,-7.833,-65.638,-18.777,-33.746,-27.817,-60.254,-36.848,-38.64,-6.243,-13.417,-28.768,-38.188,-76.558,-51.545,-63.281,-45.299,-280.721,-118.501,-96.218,-135.741,-63.281,-45.299,-280.721
2016-01-05 03:00:00,-7.832,-65.85,-18.781,-33.761,-27.831,-60.334,-36.863,-37.625,-6.243,-13.416,-28.743,-37.164,-76.65,-51.69,-62.823,-45.325,-280.703,-117.597,-96.309,-134.823,-62.823,-45.325,-280.703
2016-01-05 04:00:00,-7.832,-65.971,-18.582,-33.094,-27.854,-60.389,-36.88,-33.56,-6.231,-13.416,-28.717,-33.934,-76.742,-51.747,-62.499,-45.234,-279.328,-114.398,-96.389,-130.829,-62.499,-45.234,-279.328
2016-01-05 05:00:00,-7.832,-65.646,-18.5,-31.338,-27.876,-60.345,-36.819,-36.272,-6.223,-13.415,-28.776,-38.514,-76.819,-51.803,-62.254,-45.046,-278.936,-119.093,-96.458,-133.437,-62.254,-45.046,-278.936
2016-01-05 06:00:00,-7.832,-66.18,-18.891,-29.875,-27.955,-60.408,-36.737,-38.88,-6.252,-13.414,-28.919,-41.168,-76.916,-51.86,-62.211,-44.803,-285.611,-121.946,-96.583,-136.024,-62.211,-44.803,-285.611
2016-01-05 07:00:00,-7.835,-70.961,-19.976,-28.618,-28.123,-61.506,-36.653,-41.63,-6.351,-13.978,-29.372,-43.342,-79.534,-51.973,-63.554,-45.411,-297.642,-124.687,-99.863,-139.79,-63.554,-45.411,-297.642
2016-01-05 08:00:00,-8.161,-79.248,-21.466,-35.486,-29.058,-69.168,-36.499,-44.477,-7.063,-15.585,-31.239,-45.573,-83.612,-54.284,-69.962,-47.559,-316.295,-131.097,-106.26,-150.144,-69.962,-47.559,-316.295
2016-01-05 09:00:00,-10.298,-90.114,-24.333,-40.132,-34.72,-92.721,-36.245,-48.821,-9.701,-20.04,-35.752,-48.824,-92.341,-66.456,-93.131,-51.432,-359.188,-151.032,-122.082,-177.787,-93.131,-51.432,-359.188
2016-01-05 10:00:00,-13.08,-107.712,-31.642,-46.594,-44.251,-122.874,-35.992,-58.731,-13.27,-29.071,-39.876,-61.031,-123.157,-87.744,-119.219,-61.7,-482.778,-188.651,-165.498,-217.596,-119.219,-61.7,-482.778
2016-01-05 11:00:00,-14.203,-116.858,-35.16,-54.835,-46.543,-146.097,-35.74,-61.322,-15.919,-29.967,-40.978,-63.839,-147.997,-99.791,-134.63,-65.678,-522.012,-204.608,-193.882,-243.159,-134.63,-65.678,-522.012
